,unique_tx,city,state,zipcode,credit_card_limit,date,transaction_dollar_amount,Long,Lat,date_only,hour_only,day_of_the_week,num_day,month_only,year_only,session,classification
197251,4234505022072368,Houston,PA,15342,16000,2015-08-12 19:49:46,52.52,143.14890143269,49.4549914644435,2015-08-12,19,Wednesday,3,8,2015,Evening-Night,Fraud
197326,4234505022072368,Houston,PA,15342,16000,2015-10-22 12:28:28,7.97,-80.2310519421457,40.2425471057353,2015-10-22,12,Thursday,4,10,2015,Morning,Fraud
197327,4234505022072368,Houston,PA,15342,16000,2015-10-22 12:28:29,125.78,42.8244734317172,47.4958607164317,2015-10-22,12,Thursday,4,10,2015,Morning,Fraud
197329,4234505022072368,Houston,PA,15342,16000,2015-10-25 01:00:44,79.55,47.1239533464984,-8.79707061110173,2015-10-25,1,Sunday,0,10,2015,Late Night,Fraud
197345,4234505022072368,Houston,PA,15342,16000,2015-09-01 18:37:25,79.34,7.5106103599504,-26.0719012554184,2015-09-01,18,Tuesday,2,9,2015,Afternoon,Fraud
197422,4234505022072368,Houston,PA,15342,16000,2015-08-02 23:46:59,9.19,148.551011422377,49.4867014054913,2015-08-02,23,Sunday,0,8,2015,Evening-Night,Fraud
197556,8449977471766380,Washington,NH,3280,10000,2015-09-22 07:58:39,42.82,-72.1091777617462,43.1693252137462,2015-09-22,7,Tuesday,2,9,2015,Morning,Fraud
197564,8449977471766380,Washington,NH,3280,10000,2015-09-12 12:27:33,44.76,-72.0259547968665,43.1775156758653,2015-09-12,12,Saturday,6,9,2015,Morning,Fraud
197567,8449977471766380,Washington,NH,3280,10000,2015-08-03 06:17:57,46.68,-72.127919167391,43.0899358681984,2015-08-03,6,Monday,1,8,2015,Late Night,Fraud
197687,8449977471766380,Washington,NH,3280,10000,2015-09-27 22:02:54,39.75,11.2661082506149,56.2266562927455,2015-09-27,22,Sunday,0,9,2015,Evening-Night,Fraud
197730,8449977471766380,Washington,NH,3280,10000,2015-09-24 02:58:24,64.47,88.6435058902057,35.8569379301142,2015-09-24,2,Thursday,4,9,2015,Late Night,Fraud
197753,8449977471766380,Washington,NH,3280,10000,2015-08-20 22:13:03,49.73,30.8653655445524,51.3107748761904,2015-08-20,22,Thursday,4,8,2015,Evening-Night,Fraud
197767,8449977471766380,Washington,NH,3280,10000,2015-09-24 17:02:59,55.25,134.441835294204,57.1354679042465,2015-09-24,17,Thursday,4,9,2015,Afternoon,Fraud
197769,8449977471766380,Washington,NH,3280,10000,2015-08-26 13:38:27,7.3,19.1689077889569,-4.29916074755638,2015-08-26,13,Wednesday,3,8,2015,Afternoon,Fraud
197842,8449977471766380,Washington,NH,3280,10000,2015-09-03 00:14:05,58.57,100.478167740852,-20.6547796779367,2015-09-03,24,Thursday,4,9,2015,Evening-Night,Fraud
197881,8449977471766380,Washington,NH,3280,10000,2015-08-26 11:11:52,24.76,-72.0328053786761,43.1160212442754,2015-08-26,11,Wednesday,3,8,2015,Morning,Fraud
197951,7862780183667956,Washington,NH,3280,5000,2015-10-04 15:20:18,9.79,-15.9456287236219,-16.816378611026,2015-10-04,15,Sunday,0,10,2015,Afternoon,Fraud
197992,7862780183667956,Washington,NH,3280,5000,2015-10-09 16:02:40,10.99,76.4365336248003,36.9795835267625,2015-10-09,16,Friday,5,10,2015,Afternoon,Fraud
198097,8930627115152996,Washington,NH,3280,20000,2015-08-04 12:47:50,34.36,-72.0476639033635,43.198232232841,2015-08-04,12,Tuesday,2,8,2015,Morning,Fraud
198156,8930627115152996,Washington,NH,3280,20000,2015-08-02 01:46:11,54.36,111.080120892015,-31.5096118991349,2015-08-02,1,Sunday,0,8,2015,Late Night,Fraud
198332,8930627115152996,Washington,NH,3280,20000,2015-09-23 15:49:17,47.97,143.20601317618,25.1305811412723,2015-09-23,15,Wednesday,3,9,2015,Afternoon,Fraud
198429,8930627115152996,Washington,NH,3280,20000,2015-09-19 12:04:35,42.56,-72.1618808665231,43.1539342072486,2015-09-19,12,Saturday,6,9,2015,Morning,Fraud
198521,8930627115152996,Washington,NH,3280,20000,2015-10-01 16:45:22,54.32,21.5979147627608,29.3715463145502,2015-10-01,16,Thursday,4,10,2015,Afternoon,Fraud
198573,8930627115152996,Washington,NH,3280,20000,2015-10-29 18:56:42,103.06,129.605932672914,45.3865697810293,2015-10-29,18,Thursday,4,10,2015,Afternoon,Fraud
198579,8930627115152996,Washington,NH,3280,20000,2015-09-01 21:51:59,11.67,171.043084430848,-14.9023570230674,2015-09-01,21,Tuesday,2,9,2015,Evening-Night,Fraud
198587,8930627115152996,Washington,NH,3280,20000,2015-10-16 20:16:55,43.33,175.586495645655,-6.99485559011256,2015-10-16,20,Friday,5,10,2015,Evening-Night,Fraud
198621,7087720787493988,El Paso,IL,61738,12000,2015-10-13 21:31:53,948.21,76.5846659264698,-19.0727193588136,2015-10-13,21,Tuesday,2,10,2015,Evening-Night,Fraud
198935,7087720787493988,El Paso,IL,61738,12000,2015-09-02 20:51:45,114.87,10.1854977738041,27.2873272362246,2015-09-02,20,Wednesday,3,9,2015,Evening-Night,Fraud
199052,5353425661157701,Orlando,WV,26412,20000,2015-10-04 19:26:18,9.18,104.586099050301,12.138053108222,2015-10-04,19,Sunday,0,10,2015,Evening-Night,Fraud
199151,5353425661157701,Orlando,WV,26412,20000,2015-09-13 23:33:07,79.3,27.9995307304065,-40.9994576314313,2015-09-13,23,Sunday,0,9,2015,Evening-Night,Fraud
199412,5353425661157701,Orlando,WV,26412,20000,2015-08-28 12:46:46,106.14,-80.5455473630585,38.8066912035385,2015-08-28,12,Friday,5,8,2015,Morning,Fraud
199423,5353425661157701,Orlando,WV,26412,20000,2015-08-09 22:29:37,75.67,35.8472065801159,47.6630022538381,2015-08-09,22,Sunday,0,8,2015,Evening-Night,Fraud
199491,5353425661157701,Orlando,WV,26412,20000,2015-08-20 21:09:24,861.62,164.288722970916,-19.231012607268,2015-08-20,21,Thursday,4,8,2015,Evening-Night,Fraud
199511,5353425661157701,Orlando,WV,26412,20000,2015-10-06 19:11:16,39.34,-2.09437230346872,63.0761835170017,2015-10-06,19,Tuesday,2,10,2015,Evening-Night,Fraud
199519,5353425661157701,Orlando,WV,26412,20000,2015-09-01 00:17:13,42.22,35.3042699889567,27.7540739683661,2015-09-01,24,Tuesday,2,9,2015,Evening-Night,Fraud
199648,3264419298955673,Washington,NH,3280,4000,2015-08-10 18:05:05,34.15,73.5508368371106,64.3623002106606,2015-08-10,18,Monday,1,8,2015,Afternoon,Fraud
199675,3264419298955673,Washington,NH,3280,4000,2015-09-02 03:23:41,11.97,-72.122954680264,43.2230737143496,2015-09-02,3,Wednesday,3,9,2015,Late Night,Fraud
199680,3264419298955673,Washington,NH,3280,4000,2015-08-13 01:10:37,0.43,-72.1242866912298,43.15888790663,2015-08-13,1,Thursday,4,8,2015,Late Night,Fraud
199689,3264419298955673,Washington,NH,3280,4000,2015-08-01 22:47:41,14.23,42.9437713683108,20.4632074276141,2015-08-01,22,Saturday,6,8,2015,Evening-Night,Fraud
199693,3264419298955673,Washington,NH,3280,4000,2015-08-06 02:15:05,8.71,-72.0271341631325,43.1632971628188,2015-08-06,2,Thursday,4,8,2015,Late Night,Fraud
199707,3264419298955673,Washington,NH,3280,4000,2015-08-08 00:59:12,16.55,26.6844909742668,38.8335518541193,2015-08-08,24,Saturday,6,8,2015,Evening-Night,Fraud
199723,3264419298955673,Washington,NH,3280,4000,2015-10-24 12:07:35,11.52,-72.0995819599116,43.2600458557943,2015-10-24,12,Saturday,6,10,2015,Morning,Fraud
199724,3264419298955673,Washington,NH,3280,4000,2015-10-24 01:59:32,993.36,-72.1380482619612,43.2511683260901,2015-10-24,1,Saturday,6,10,2015,Late Night,Fraud
199755,3264419298955673,Washington,NH,3280,4000,2015-08-01 02:22:35,35.16,-72.0587458367135,43.1642177528616,2015-08-01,2,Saturday,6,8,2015,Late Night,Fraud
199798,3264419298955673,Washington,NH,3280,4000,2015-08-08 01:57:27,22.23,-72.0818207117086,43.2496691832677,2015-08-08,1,Saturday,6,8,2015,Late Night,Fraud
199803,3264419298955673,Washington,NH,3280,4000,2015-09-19 03:18:05,9.91,-72.1098420456472,43.1275916136053,2015-09-19,3,Saturday,6,9,2015,Late Night,Fraud
199824,3264419298955673,Washington,NH,3280,4000,2015-08-24 22:46:51,23.96,14.3360666599564,48.8239325139756,2015-08-24,22,Monday,1,8,2015,Evening-Night,Fraud
199847,3264419298955673,Washington,NH,3280,4000,2015-08-27 06:47:20,49.46,-72.0220355086134,43.1740299637094,2015-08-27,6,Thursday,4,8,2015,Late Night,Fraud
199871,3264419298955673,Washington,NH,3280,4000,2015-09-26 19:21:41,21.73,43.2985725263299,32.9919561086545,2015-09-26,19,Saturday,6,9,2015,Evening-Night,Fraud
199888,3264419298955673,Washington,NH,3280,4000,2015-10-29 17:12:08,32.77,97.6984295303369,7.78982840956649,2015-10-29,17,Thursday,4,10,2015,Afternoon,Fraud
199943,3264419298955673,Washington,NH,3280,4000,2015-10-03 11:14:11,28.97,-72.1228487849839,43.1638976857103,2015-10-03,11,Saturday,6,10,2015,Morning,Fraud
199974,3264419298955673,Washington,NH,3280,4000,2015-10-22 11:26:34,19.58,-72.1175186143116,43.1567634888433,2015-10-22,11,Thursday,4,10,2015,Morning,Fraud
200009,1134742235676586,Washington,NH,3280,4000,2015-08-08 02:40:03,5.86,-72.1443739110088,43.1245369703539,2015-08-08,2,Saturday,6,8,2015,Late Night,Fraud
200021,1134742235676586,Washington,NH,3280,4000,2015-10-01 12:58:03,6.08,-72.0994490741992,43.0857308924179,2015-10-01,12,Thursday,4,10,2015,Morning,Fraud
200033,1134742235676586,Washington,NH,3280,4000,2015-10-24 01:12:02,5.38,-72.0589463666171,43.1256112886238,2015-10-24,1,Saturday,6,10,2015,Late Night,Fraud
200064,1134742235676586,Washington,NH,3280,4000,2015-10-02 20:57:05,0.02,-72.0773608850946,43.0880255650723,2015-10-02,20,Friday,5,10,2015,Evening-Night,Fraud
200076,1134742235676586,Washington,NH,3280,4000,2015-08-09 03:20:56,5.66,-72.1416009757868,43.1677609973936,2015-08-09,3,Sunday,0,8,2015,Late Night,Fraud
200083,1134742235676586,Washington,NH,3280,4000,2015-09-08 01:12:22,8.19,-72.1344902059136,43.1606552833667,2015-09-08,1,Tuesday,2,9,2015,Late Night,Fraud
200084,1134742235676586,Washington,NH,3280,4000,2015-09-17 01:09:13,6.2,-72.1068345114978,43.2472393846104,2015-09-17,1,Thursday,4,9,2015,Late Night,Fraud
200088,1134742235676586,Washington,NH,3280,4000,2015-09-11 02:38:18,8.6,-72.0982647195276,43.2542378352833,2015-09-11,2,Friday,5,9,2015,Late Night,Fraud
200098,1134742235676586,Washington,NH,3280,4000,2015-09-03 04:33:26,5.12,-72.1251720588826,43.1441348921156,2015-09-03,4,Thursday,4,9,2015,Late Night,Fraud
200099,1134742235676586,Washington,NH,3280,4000,2015-08-31 01:34:53,6.15,-72.1781075704557,43.1918333470411,2015-08-31,1,Monday,1,8,2015,Late Night,Fraud
200116,1134742235676586,Washington,NH,3280,4000,2015-09-08 01:40:02,6.24,-72.0963940678986,43.1195158466319,2015-09-08,1,Tuesday,2,9,2015,Late Night,Fraud
200134,1134742235676586,Washington,NH,3280,4000,2015-10-24 01:03:02,5.51,-72.1189248850474,43.2492645954756,2015-10-24,1,Saturday,6,10,2015,Late Night,Fraud
200138,1134742235676586,Washington,NH,3280,4000,2015-09-20 01:06:22,6.35,-72.0305197785613,43.2212005983599,2015-09-20,1,Sunday,0,9,2015,Late Night,Fraud
200147,1134742235676586,Washington,NH,3280,4000,2015-10-26 17:01:15,10.27,113.170693069025,38.1011622836887,2015-10-26,17,Monday,1,10,2015,Afternoon,Fraud
200152,1134742235676586,Washington,NH,3280,4000,2015-08-02 06:33:29,6.91,-72.0535429939473,43.1931433979803,2015-08-02,6,Sunday,0,8,2015,Late Night,Fraud
200153,1134742235676586,Washington,NH,3280,4000,2015-09-04 16:11:04,6.39,49.583480333403,29.9893848103763,2015-09-04,16,Friday,5,9,2015,Afternoon,Fraud
200168,1134742235676586,Washington,NH,3280,4000,2015-08-16 01:39:42,5.06,-72.1630807169656,43.1731209842682,2015-08-16,1,Sunday,0,8,2015,Late Night,Fraud
200177,1134742235676586,Washington,NH,3280,4000,2015-10-04 01:50:49,6.02,-72.0841761348211,43.1788960754463,2015-10-04,1,Sunday,0,10,2015,Late Night,Fraud
200181,1134742235676586,Washington,NH,3280,4000,2015-09-10 01:28:48,6.41,-72.1511727744131,43.176342887735,2015-09-10,1,Thursday,4,9,2015,Late Night,Fraud
200195,1134742235676586,Washington,NH,3280,4000,2015-10-16 21:58:47,10.45,121.17902583796,44.2306411033579,2015-10-16,21,Friday,5,10,2015,Evening-Night,Fraud
200198,1134742235676586,Washington,NH,3280,4000,2015-09-12 01:27:11,5.41,-72.0891582020553,43.1325090126653,2015-09-12,1,Saturday,6,9,2015,Late Night,Fraud
200215,1134742235676586,Washington,NH,3280,4000,2015-09-19 01:09:00,7.84,-72.1715004450016,43.1646287449607,2015-09-19,1,Saturday,6,9,2015,Late Night,Fraud
200217,1134742235676586,Washington,NH,3280,4000,2015-09-12 02:09:13,6.03,-72.1494429835716,43.1803625567566,2015-09-12,2,Saturday,6,9,2015,Late Night,Fraud
200231,1134742235676586,Washington,NH,3280,4000,2015-09-30 20:59:08,7.48,37.4430400740502,56.1687315533608,2015-09-30,20,Wednesday,3,9,2015,Evening-Night,Fraud
200238,1134742235676586,Washington,NH,3280,4000,2015-10-15 02:26:31,6.59,-72.078357364219,43.1540750809298,2015-10-15,2,Thursday,4,10,2015,Late Night,Fraud
200243,1134742235676586,Washington,NH,3280,4000,2015-10-18 01:10:06,9.04,-72.0969393717707,43.1631629679415,2015-10-18,1,Sunday,0,10,2015,Late Night,Fraud
200275,3454193028012809,Washington,NH,3280,28000,2015-08-21 20:18:57,339.34,10.6921557069632,39.9144143877468,2015-08-21,20,Friday,5,8,2015,Evening-Night,Fraud
200279,3454193028012809,Washington,NH,3280,28000,2015-09-02 23:21:08,229.04,168.022859706928,-26.5441790135802,2015-09-02,23,Wednesday,3,9,2015,Evening-Night,Fraud
200301,3454193028012809,Washington,NH,3280,28000,2015-10-24 19:54:17,191.32,120.501828771822,-34.8050449399359,2015-10-24,19,Saturday,6,10,2015,Evening-Night,Fraud
200305,3454193028012809,Washington,NH,3280,28000,2015-10-17 18:20:51,187.3,39.5513147152515,38.1386352686189,2015-10-17,18,Saturday,6,10,2015,Afternoon,Fraud
200393,3454193028012809,Washington,NH,3280,28000,2015-08-07 00:51:37,63.81,133.737925304614,44.9291883760041,2015-08-07,24,Friday,5,8,2015,Evening-Night,Fraud
200396,3454193028012809,Washington,NH,3280,28000,2015-10-04 23:01:38,0.04,-72.1596067926311,43.2033691750249,2015-10-04,23,Sunday,0,10,2015,Evening-Night,Fraud
200442,3454193028012809,Washington,NH,3280,28000,2015-08-19 16:20:03,75.54,123.692836622,43.865646330554,2015-08-19,16,Wednesday,3,8,2015,Afternoon,Fraud
200460,3454193028012809,Washington,NH,3280,28000,2015-08-30 01:31:03,0.03,-72.1822359930692,43.167636255319,2015-08-30,1,Sunday,0,8,2015,Late Night,Fraud
200522,3454193028012809,Washington,NH,3280,28000,2015-10-04 22:24:28,237.84,80.0023670740092,-43.7791736849825,2015-10-04,22,Sunday,0,10,2015,Evening-Night,Fraud
200575,3454193028012809,Washington,NH,3280,28000,2015-08-29 21:21:26,274.49,18.5413353184277,-15.2981434998365,2015-08-29,21,Saturday,6,8,2015,Evening-Night,Fraud
200624,3454193028012809,Washington,NH,3280,28000,2015-10-04 04:15:26,56.27,113.831283278935,49.8244258820409,2015-10-04,4,Sunday,0,10,2015,Late Night,Fraud
200682,3831759517786458,San Francisco,CA,94101,12000,2015-08-09 00:19:04,14.5,101.602867598995,20.735081035787,2015-08-09,24,Sunday,0,8,2015,Evening-Night,Fraud
200706,3831759517786458,San Francisco,CA,94101,12000,2015-08-08 23:09:15,109.41,55.008616177343,36.2162465002809,2015-08-08,23,Saturday,6,8,2015,Evening-Night,Fraud
200799,3831759517786458,San Francisco,CA,94101,12000,2015-09-16 19:19:08,138.79,26.4666366200484,47.040429032849,2015-09-16,19,Wednesday,3,9,2015,Evening-Night,Fraud
200803,3831759517786458,San Francisco,CA,94101,12000,2015-10-03 01:44:56,80.15,-122.696744129814,37.7562436209247,2015-10-03,1,Saturday,6,10,2015,Late Night,Fraud
200855,3831759517786458,San Francisco,CA,94101,12000,2015-09-12 11:21:54,42.12,-122.753726392674,37.7456497068209,2015-09-12,11,Saturday,6,9,2015,Morning,Fraud
200872,3831759517786458,San Francisco,CA,94101,12000,2015-09-11 22:32:45,47.28,30.5142479357231,-15.3427664913761,2015-09-11,22,Friday,5,9,2015,Evening-Night,Fraud
200885,3831759517786458,San Francisco,CA,94101,12000,2015-10-13 02:08:55,76.13,44.4089624022702,53.1885256838749,2015-10-13,2,Tuesday,2,10,2015,Late Night,Fraud
200935,3831759517786458,San Francisco,CA,94101,12000,2015-08-22 01:58:23,75.19,-122.743267396407,37.7429059092812,2015-08-22,1,Saturday,6,8,2015,Late Night,Fraud
200954,3831759517786458,San Francisco,CA,94101,12000,2015-09-12 02:36:22,69.04,-122.691974651888,37.8567230236118,2015-09-12,2,Saturday,6,9,2015,Late Night,Fraud
201007,3831759517786458,San Francisco,CA,94101,12000,2015-08-29 02:18:00,84.68,-122.799196025666,37.7911757856276,2015-08-29,2,Saturday,6,8,2015,Late Night,Fraud
201017,3831759517786458,San Francisco,CA,94101,12000,2015-10-28 19:11:19,24.84,37.01931370113,58.5211568297294,2015-10-28,19,Wednesday,3,10,2015,Evening-Night,Fraud
201026,3831759517786458,San Francisco,CA,94101,12000,2015-08-29 03:23:33,68.88,-122.665028093894,37.8002887955218,2015-08-29,3,Saturday,6,8,2015,Late Night,Fraud
201031,3831759517786458,San Francisco,CA,94101,12000,2015-10-04 04:48:02,70.87,-122.816505221019,37.7769679093939,2015-10-04,4,Sunday,0,10,2015,Late Night,Fraud
201092,3344214228396727,El Paso,IL,61738,10000,2015-08-24 22:31:04,75.43,38.2493949473384,67.5198082418834,2015-08-24,22,Monday,1,8,2015,Evening-Night,Fraud
201123,9634488553682032,Washington,NH,3280,9000,2015-08-28 03:03:17,814.2,-72.0498982380529,43.1257272946754,2015-08-28,3,Friday,5,8,2015,Late Night,Fraud
201129,9634488553682032,Washington,NH,3280,9000,2015-08-24 12:23:43,68.22,-72.0542036542938,43.232637649952,2015-08-24,12,Monday,1,8,2015,Morning,Fraud
201130,9634488553682032,Washington,NH,3280,9000,2015-08-24 12:23:44,40.01,-72.1262485393244,43.1064946253428,2015-08-24,12,Monday,1,8,2015,Morning,Fraud
201131,9634488553682032,Washington,NH,3280,9000,2015-08-24 12:23:45,37.89,-72.1290211982677,43.2142367234355,2015-08-24,12,Monday,1,8,2015,Morning,Fraud
201154,9634488553682032,Washington,NH,3280,9000,2015-08-22 07:38:19,28.8,-72.0669014541292,43.2489087031581,2015-08-22,7,Saturday,6,8,2015,Morning,Fraud
201160,9634488553682032,Washington,NH,3280,9000,2015-10-02 12:54:42,45.97,-72.1302642304569,43.2144450429298,2015-10-02,12,Friday,5,10,2015,Morning,Fraud
201272,9634488553682032,Washington,NH,3280,9000,2015-10-14 01:34:37,57.82,134.105532488366,16.0383406553167,2015-10-14,1,Wednesday,3,10,2015,Late Night,Fraud
201311,9634488553682032,Washington,NH,3280,9000,2015-10-21 21:56:54,12.13,44.4092991897872,24.9345344778983,2015-10-21,21,Wednesday,3,10,2015,Evening-Night,Fraud
201384,9634488553682032,Washington,NH,3280,9000,2015-09-12 12:16:14,24.41,-2.68101469908642,12.690340286493,2015-09-12,12,Saturday,6,9,2015,Morning,Fraud
201455,9634488553682032,Washington,NH,3280,9000,2015-07-31 22:40:27,37.53,55.4352965884019,24.6047472832121,2015-07-31,22,Friday,5,7,2015,Evening-Night,Fraud
201511,9634488553682032,Washington,NH,3280,9000,2015-10-10 17:56:06,53.42,8.60023965673498,9.63545508715907,2015-10-10,17,Saturday,6,10,2015,Afternoon,Fraud
201525,9634488553682032,Washington,NH,3280,9000,2015-08-14 18:17:55,26.89,138.362391035235,16.4013239123274,2015-08-14,18,Friday,5,8,2015,Afternoon,Fraud
201548,9634488553682032,Washington,NH,3280,9000,2015-09-03 21:45:46,32.49,12.4715833246833,-5.20380650572488,2015-09-03,21,Thursday,4,9,2015,Evening-Night,Fraud
201587,9634488553682032,Washington,NH,3280,9000,2015-07-31 22:23:54,13.79,66.9360914141951,4.81659100232261,2015-07-31,22,Friday,5,7,2015,Evening-Night,Fraud
201619,1191702776174515,Oakland,RI,2858,35000,2015-08-14 21:00:31,49.51,100.836845286676,44.6114413424437,2015-08-14,21,Friday,5,8,2015,Evening-Night,Fraud
201642,1191702776174515,Oakland,RI,2858,35000,2015-08-15 22:10:57,0.27,-71.6736567858601,42.0310368919954,2015-08-15,22,Saturday,6,8,2015,Evening-Night,Fraud
201653,1191702776174515,Oakland,RI,2858,35000,2015-10-10 15:17:38,9.58,70.4967298861992,47.759259047665,2015-10-10,15,Saturday,6,10,2015,Afternoon,Fraud
201670,1191702776174515,Oakland,RI,2858,35000,2015-08-26 22:23:50,70.31,131.045865196129,-1.32500876992318,2015-08-26,22,Wednesday,3,8,2015,Evening-Night,Fraud
201739,1191702776174515,Oakland,RI,2858,35000,2015-08-02 02:11:05,0.03,-71.7111993470966,41.9978414460354,2015-08-02,2,Sunday,0,8,2015,Late Night,Fraud
201803,1191702776174515,Oakland,RI,2858,35000,2015-09-06 07:18:39,71.63,-71.7272559843482,41.9728197882143,2015-09-06,7,Sunday,0,9,2015,Morning,Fraud
201812,1191702776174515,Oakland,RI,2858,35000,2015-08-08 20:52:47,110.25,138.44350913264,46.9680281291669,2015-08-08,20,Saturday,6,8,2015,Evening-Night,Fraud
201849,1191702776174515,Oakland,RI,2858,35000,2015-09-23 12:59:42,172.92,-71.5998625885887,41.9594178834901,2015-09-23,12,Wednesday,3,9,2015,Morning,Fraud
201929,1191702776174515,Oakland,RI,2858,35000,2015-10-04 21:21:54,149.69,30.9651311254281,36.7409198992226,2015-10-04,21,Sunday,0,10,2015,Evening-Night,Fraud
201958,1191702776174515,Oakland,RI,2858,35000,2015-10-16 01:38:53,106.64,30.9348629513448,28.3621522488874,2015-10-16,1,Friday,5,10,2015,Late Night,Fraud
201973,1191702776174515,Oakland,RI,2858,35000,2015-09-15 20:28:29,0.05,-71.6808632711818,41.9681711665917,2015-09-15,20,Tuesday,2,9,2015,Evening-Night,Fraud
201994,1191702776174515,Oakland,RI,2858,35000,2015-10-21 01:37:00,823.11,-71.6897171517028,41.9400965128767,2015-10-21,1,Wednesday,3,10,2015,Late Night,Fraud
202086,1191702776174515,Oakland,RI,2858,35000,2015-10-01 17:00:09,0.01,-71.7038916547076,41.9821365712069,2015-10-01,17,Thursday,4,10,2015,Afternoon,Fraud
202096,1191702776174515,Oakland,RI,2858,35000,2015-09-11 21:31:48,235.24,58.4614281148,-27.7185174466897,2015-09-11,21,Friday,5,9,2015,Evening-Night,Fraud
